# non co2 emissions map,,,,,,,,,,,
sector,subsector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,unit_conv
UnmanagedLand,GrasslandFires,SO2_2,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,Emissions|Sulfur|AFOLU|Land|Fires,Emissions|Sulfur|AFOLU|Land|Fires|Grassland Burning,Emissions|Sulfur|AFOLU [NGHGI],,,1
UnmanagedLand,,SO2_2,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,Emissions|Sulfur|AFOLU|Land|Other,,Emissions|Sulfur|AFOLU [NGHGI],,,1
urban processes,landfills,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,wastewater,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,waste_incineration,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
Corn,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
FiberCrop,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Fruits,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Legumes,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
MiscCrop,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
NutsSeeds,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OilCrop,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OilPalm,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OtherGrain,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
PalmFruit,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Rice,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
RootTuber,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Soybean,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
SugarCrop,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Vegetables,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Wheat,,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
agricultural energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
alumina,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
ammonia,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,Emissions|Sulfur|Energy and Industrial Processes,1
backup_electricity,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Electricity,,,,Emissions|Sulfur|Energy and Industrial Processes,1
chemical energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
comm cooling,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
comm heating,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
comm others,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
construction energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
district heat,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Heat,,,,Emissions|Sulfur|Energy and Industrial Processes,1
electricity,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Electricity,,,,Emissions|Sulfur|Energy and Industrial Processes,1
H2 central production,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Hydrogen,,,,Emissions|Sulfur|Energy and Industrial Processes,1
industrial energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
industrial processes,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Product Use,,,,,,,1
iron and steel,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
mining energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
N fertilizer,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,Emissions|Sulfur|Energy and Industrial Processes,1
other industrial energy use,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat cement,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat food processing,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat paper,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
refining,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Liquids,,,,Emissions|Sulfur|Energy and Industrial Processes,1
resid cooling,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid cooling modern,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating coal,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating modern,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating TradBio,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others coal,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others modern,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others TradBio,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
trn_aviation_intl,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Bunkers,Emissions|Sulfur|Energy|Demand|Bunkers|International Aviation,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_freight,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_freight_road,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation|Truck,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_pass,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_pass_road,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_pass_road_LDV,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation|Light-Duty Vehicle,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Transportation,Emissions|Sulfur|Energy|Demand|Transportation,,,Emissions|Sulfur|Energy and Industrial Processes,1
trn_shipping_intl,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Bunkers,Emissions|Sulfur|Energy|Demand|Bunkers|International Shipping,,,Emissions|Sulfur|Energy and Industrial Processes,1
UnmanagedLand,ForestFire,SO2_3,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,Emissions|Sulfur|AFOLU|Land|Fires,Emissions|Sulfur|AFOLU|Land|Fires|Forest Burning,Emissions|Sulfur|AFOLU [NGHGI],,,1
UnmanagedLand,GrasslandFires,SO2_3,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,Emissions|Sulfur|AFOLU|Land|Fires,Emissions|Sulfur|AFOLU|Land|Fires|Grassland Burning,Emissions|Sulfur|AFOLU [NGHGI],,,1
UnmanagedLand,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,Emissions|Sulfur|AFOLU|Land|Other,,Emissions|Sulfur|AFOLU [NGHGI],,,1
urban processes,landfills,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,wastewater,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,waste_incineration,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
urban processes,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
Corn,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
FiberCrop,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Fruits,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Legumes,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
MiscCrop,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
NutsSeeds,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OilCrop,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OilPalm,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
OtherGrain,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
PalmFruit,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Rice,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
RootTuber,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Soybean,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
SugarCrop,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Vegetables,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
Wheat,,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agricultural Waste Burning,,,Emissions|Sulfur|AFOLU [NGHGI],,,1
agricultural energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
alumina,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
ammonia,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,Emissions|Sulfur|Energy and Industrial Processes,1
backup_electricity,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Electricity,,,,Emissions|Sulfur|Energy and Industrial Processes,1
chemical energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
comm cooling,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
comm heating,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
comm others,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Commercial,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
construction energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
district heat,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Heat,,,,Emissions|Sulfur|Energy and Industrial Processes,1
electricity,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Electricity,,,,Emissions|Sulfur|Energy and Industrial Processes,1
H2 central production,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Hydrogen,,,,Emissions|Sulfur|Energy and Industrial Processes,1
industrial energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
industrial processes,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Product Use,,,,,,,1
iron and steel,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,Emissions|Sulfur|Energy and Industrial Processes,1
mining energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
N fertilizer,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,Emissions|Sulfur|Energy and Industrial Processes,1
other industrial energy use,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat cement,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat food processing,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
process heat paper,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Industry,,,,Emissions|Sulfur|Energy and Industrial Processes,1
refining,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Liquids,,,,Emissions|Sulfur|Energy and Industrial Processes,1
resid cooling,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid cooling modern,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating coal,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating modern,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid heating TradBio,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
resid others coal,,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|Residential and Commercial,Emissions|Sulfur|Energy|Demand|Residential,,Emissions|Sulfur|Energy|Demand|Residential and Commercial and AFOFI,Emissions|Sulfur|Energy and Industrial Processes,1
